Bankrupt?,Debt ratio %,Net worth/Assets,Current Liability to Assets,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,ROA(C) before interest and depreciation before interest,Cash/Total Assets,Working Capital to Total Assets,Net Income to Total Assets,Total Asset Turnover,Fixed Assets Turnover Frequency,Tax rate (A),Persistent EPS in the Last Four Seasons,Current Liability to Current Assets,CFO to Assets,Cash/Current Liability,Per Share Net profit before tax (Yuan ¥),Net profit before tax/Paid-in capital,Retained Earnings to Total Assets,Net Value Per Share (A)
1,0.207576261450555,0.7924237385494449,0.147308450425486,0.424389446140427,0.40574977247176,0.370594257300249,0.00409440595228806,0.67277529248986,0.7168453432178271,0.0869565217391304,0.00011650065323580601,0.0,0.16914058806845003,0.11825047660899,0.52038191789012,0.00014733602476056,0.13873616027717098,0.13775733353442401,0.903224771166726,0.147949938898487
1,0.171176346101521,0.828823653898479,0.0569628274180797,0.53821412996075,0.516730017666899,0.464290937454297,0.0149477269714099,0.751110917003808,0.7952971360430351,0.0644677661169415,719000000.0,0.0,0.2089439349532,0.0477752815903248,0.567101308703163,0.00138391008146992,0.16991790314076996,0.168961616770983,0.9310652175774871,0.182251064009102
1,0.20751579647489202,0.792484203525108,0.0981620645437837,0.499018752725687,0.472295090743616,0.42607127187637106,0.000990944451124824,0.829501914934622,0.774669696989803,0.0149925037481259,2650000000.0,0.0,0.18058050486905605,0.0253464891288078,0.5384905395869829,5340000000.0,0.142803344128945,0.14803559309252698,0.90990336247412,0.177910749652353
1,0.151464764035432,0.848535235964567,0.0987146304496934,0.451264718709115,0.45773328336634705,0.39984400136498793,0.0188506248270314,0.7257541796882421,0.739554525158061,0.0899550224887556,9150000000.0,0.0,0.19372222747470896,0.0672496172630687,0.604105056187593,0.00101064643157612,0.14860284702869597,0.14756051579820498,0.906902158837211,0.154186507100417
1,0.10650905463010499,0.893490945369894,0.110194845896651,0.5384321849105971,0.522297767546443,0.46502218105591603,0.0141609737513009,0.751822452472965,0.79501587263578,0.175412293853073,0.000293521126334367,0.0,0.21253663609719198,0.0477253717624306,0.578468903211134,0.000680463559654079,0.16841153875122397,0.167460975793681,0.91385019745186,0.16750242299102402
1,0.180427487377936,0.8195725126220641,0.13900210638427,0.4151766245093761,0.419133786605279,0.38868034904694604,0.0026452256427289397,0.6867286462499929,0.7104204951009481,0.09595202398800601,9300000000.0,0.0,0.174435095017491,0.099521933114496,0.6221901233546729,0.000100856341323415,0.13881147849664802,0.137825201719327,0.9030412671138449,0.15557709325355
0,0.216101823019016,0.7838981769809841,0.115920411679634,0.44570431748800704,0.436158252583115,0.390922829425243,0.0229885979786101,0.729416462238773,0.7366190976839391,0.10044977511244399,0.00014524756767061498,0.0,0.161482461945731,0.060765124792415,0.56065299962732,0.00105031178699612,0.128944791745123,0.127939069451776,0.911441407767521,0.158821794277527
0,0.108202073948665,0.8917979260513349,0.0870418011288855,0.570922372437854,0.559077038385353,0.508360551845171,0.0146159133960059,0.797005213929915,0.815350392476567,0.218890554722639,0.00051820095757485,0.157607045247495,0.22520563486810996,0.0302011045942807,0.6100908115813989,0.0008881219853254429,0.180462453867591,0.179518889978131,0.9354493092456322,0.17698369221693103
0,0.05859056141729901,0.941409438582701,0.0580597284096259,0.545137374618404,0.5432839017077999,0.48851947545459,0.145189217702725,0.813737522948239,0.8036472897921321,0.154422788605697,0.00024586176819244704,0.00587103957890475,0.21839841164791501,0.021710461445183998,0.574032785264356,0.0131902147956569,0.173156586578293,0.17215896237086198,0.9352002092879941,0.18418945682862098
0,0.121292741179672,0.878707258820328,0.0945633028255581,0.550915830789359,0.542962685368596,0.49568566275045095,0.00877279091527246,0.8256958707084391,0.804194656500343,0.34782608695652195,0.000738341802325625,0.392448628403685,0.21783114304623197,0.0254943019553504,0.645146286139048,0.0004908833959261411,0.17662122467424898,0.175657944348088,0.938289896761562,0.177447220934642
0,0.10357650331045698,0.896423496689543,0.0320868027606662,0.5675425207152199,0.538197976337063,0.482474528347877,0.00205683623704281,0.75120434292108,0.814110614307489,0.0764617691154423,0.000174750979853708,0.0,0.21896568024959803,0.0471663480130232,0.574845683140932,0.00033589646243965696,0.17857949838065804,0.17761103989141103,0.9428289562085441,0.1829252875985
0,0.0943858270097046,0.905614172990295,0.0479948129460321,0.549716528565198,0.498956046897585,0.444401111490274,0.0205422288308614,0.769113889446861,0.804886952966321,0.0629685157421289,0.00010666618250810799,0.0,0.20468942044057897,0.0337116016801524,0.582902675851972,0.00225373548783384,0.172478722602998,0.171525525978433,0.93295521516369,0.173865408115966
0,0.144662454273362,0.855337545726638,0.0956718995297444,0.551569995638901,0.543390973820868,0.49115195242041604,0.0582180014761003,0.7600002218092451,0.803260160615522,0.124437781109445,0.0002140888627645,0.185241421196477,0.219343859317387,0.0435139896178212,0.588644148965369,0.0032200408294524602,0.174286359870453,0.173290098785914,0.930139634781563,0.169398676836206
0,0.106569519605768,0.8934304803942321,0.0691661659638453,0.5333078935891851,0.5236897050163289,0.474040852142544,0.0741698566235507,0.7919096265076441,0.794157852517078,0.145427286356822,0.000179289966343415,0.0,0.212914815164981,0.0289016723593667,0.6019004896635519,0.00566364317876992,0.168863448068088,0.167860643993666,0.9307632026774109,0.17154776452741102
0,0.0896393264201711,0.9103606735798291,0.027638023218933997,0.57582860880942,0.569837785748702,0.506703066348169,0.021194016958275,0.8023909191169208,0.8197153573061361,0.101949025487256,9460000000.0,0.0,0.226434716838423,0.0155531326728028,0.609617682005473,0.0040087963146452,0.17888077125856697,0.17792021717819198,0.94025165752662,0.180565505035607
0,0.0990718626235753,0.9009281373764251,0.0533853563563156,0.57108591365024,0.5587558220461479,0.513820504070589,0.0037668242316719297,0.7919906610319001,0.815418713855725,0.148425787106447,0.00030562509030691897,0.258730640753113,0.223787463363903,0.0258128487067077,0.617759469492103,0.000371907946876298,0.182420727574,0.179828067264912,0.9335409104637021,0.174328936833677
0,0.0612812528342957,0.938718747165704,0.0387616550386571,0.560237679895334,0.540285882541892,0.48890947204212004,0.0528667007517992,0.7520322184538192,0.810421134587852,0.0194902548725637,5600000000.0,0.0294564227148497,0.220194762219911,0.0462912301964762,0.567470422046099,0.00716491359085682,0.176169315357385,0.175167785234899,0.942018218547371,0.183852345033922
0,0.0787253983130272,0.921274601686973,0.0446373780123085,0.5904382904491929,0.580919749451255,0.535952810412909,0.013907170944156,0.816363501604604,0.8266420412017621,0.125937031484258,0.00022846231998190498,0.21743091406012804,0.23305285052472302,0.0181566375652698,0.6006552197992221,0.00163933572660889,0.189274685546434,0.18828896764949898,0.948858906532939,0.189541106569466
0,0.14133688061190602,0.8586631193880941,0.0874131414741735,0.559801569995639,0.5586487499330799,0.504070589382343,0.0128012850229898,0.766580251219532,0.8062639145939221,0.229385307346327,0.000199715405547095,0.0955562303876911,0.220005672686017,0.0400836626660674,0.621793071674381,0.000774571408123442,0.17601867891842998,0.17506221250282802,0.9350092819845051,0.17512957734608703
0,0.0774858663119388,0.9225141336880609,0.0547715959620629,0.543720017444396,0.5336474115316671,0.487398235265441,0.0935031388966463,0.809073201243094,0.802551849429409,0.11844077961019502,0.00013692609243948602,0.44164389108209295,0.21745296397844396,0.0219368610613265,0.583805484621525,0.00900016597961799,0.174512314528885,0.17353140788779098,0.9335639709134421,0.17647802452488298
0,0.0963509387187471,0.903649061281253,0.0125482805799749,0.545573484518099,0.534664596605814,0.485253254034027,0.0319240864779537,0.7891532480254692,0.80463901213129,0.0539730134932534,9000000000.0,0.26105881162060895,0.219343859317387,0.0109407284049022,0.5968018031646359,0.0130333306319023,0.176169315357385,0.17520548978206799,0.939765139730377,0.18911971682609197
0,0.10073464945430399,0.8992653505456959,0.0685261041035546,0.564489751417357,0.5530274639970021,0.504558085116755,0.13941321503792903,0.847345861558187,0.8140118827058042,0.17391304347826098,0.000309407579048341,0.20892802915274802,0.225394724402004,0.0186129431781689,0.623489489375736,0.0107444011582479,0.181667545379227,0.18066510821204998,0.9379208048693621,0.185453626058742
0,0.14650663603107902,0.8534933639689208,0.0776394903553029,0.563672045355429,0.5690347449006911,0.5120167698532639,0.038272302580135004,0.764144883469675,0.8089764271961841,0.125937031484258,0.00010212719601840101,0.00556736511792692,0.22322019476222002,0.0403947838257492,0.631344485672471,0.00260548988830754,0.177449725088499,0.17649498529522697,0.9362238018317321,0.17698369221693103
0,0.19303443480364002,0.8069655651963601,0.148790999132943,0.548135630178805,0.540446490711494,0.49485692000195003,0.207866389543797,0.7340303665325479,0.7981036292603231,0.0824587706146927,0.000105909684759823,0.417653608664845,0.21896568024959803,0.0552426750998399,0.604224173797669,0.007405720681827459,0.17383445055358898,0.17286026694819398,0.9385612334943501,0.18440015170030802
